Index,FAC769,FAC628,FAC1817,FAC1206,FAC1226,FAC1227,FAC1516,FAC1131,FAC1327,FAC1337,FAC1233,FAC1234,FAC1235,FAC1216,FAC1361,FAC1307,FAC1251,FAC1221,FAC1225,FAC1297,FAC1219,FAC820,FAC818,FAC1309,FAC344,FAC1479,FAC1201,FAC1264,FAC1262,FAC1191,FAC1316,FAC1081,FAC2141,FAC1064,FAC1074,FAC1146,FAC935,FAC1194,FAC1223,FAC1210,FAC930,FAC1575,FAC1571,FAC938,FAC1648,FAC1100,FAC269,FAC077,FAC486,FAC1481,FAC995,FAC937,FAC1402,FAC950,FAC640,FAC756,FAC1178,FAC117,FAC1154,FAC1403,FAC989,FAC1576,FAC1556,FAC416,FAC1611,FAC745,FAC949,FAC1632,FAC988,FAC1105,FAC1449,FAC1647,FAC1910,FAC1369,FAC1594,FAC1007,FAC1106,FAC1612,FAC1305,FAC936,FAC240,FAC1290,FAC1023,FAC910,FAC239,FAC992,FAC896,FAC485,FAC1302,FAC788,FAC791,FAC1148,FAC2138,FAC1400,FAC687,FAC618,FAC2057,FAC2058,FAC629,FAC154,FAC218,FAC758,FAC1041,FAC1401,FAC172,FAC1629,FAC306,FAC768,FAC274,FAC681,FAC1114,FAC1368,FAC1026,FAC538,FAC1028,FAC882,FAC1072,FAC429,FAC890,FAC707,FAC622,FAC1414,FAC1686,FAC1217,FAC1132,FAC1232,FAC1231,FAC1228,FAC169,FAC1638,FAC1082,FAC1252,FAC1529,FAC1145,FAC1080,FAC1395,FAC1398,FAC1397,FAC1490,FAC1493,FAC1616,FAC1347,FAC1035,FAC1314,FAC1215,FAC1067,FAC884,FAC1528,FAC785,FAC365,FAC911,FAC912,FAC417,FAC500,FAC505,FAC698,FAC1055,FAC1176,FAC004,FAC1467,FAC192,FAC1472,FAC1474,FAC026,FAC991,FAC715,FAC546,FAC922,FAC647,FAC1117,FAC939,FAC1323,FAC1432,FAC979,FAC894,FAC1689,FAC1694,FAC1429,FAC1737,FAC1426,FAC1735,FAC1137,FAC1536,FAC1172,FAC712,FAC254,FAC708,FAC253,FAC1588,FAC1598,FAC1596,FAC1654,FAC1478,FAC1637,FAC422,FAC1665,FAC1662,FAC541,FAC1738,FAC133,FAC762,FAC533,FAC308,FAC2061,FAC1192,FAC1170,FAC724,FAC161,FAC1377,FAC1292,FAC166,FAC1358,FAC1296,FAC193,FAC1847,FAC1247,FAC1362,FAC1163,FAC1109,FAC1042,FAC900,FAC198,FAC211,FAC248,FAC419,FAC173,FAC470,FAC477,FAC650,FAC548,FAC851,FAC832,FAC1367,FAC1501,FAC1417,FAC1618,FAC342,FAC225,FAC347,FAC132
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified, 6.45011,4.79935,17.48790,12.08947,18.41472,13.80502,7.04883,4.28804,16.79151,1.32929,12.88780,5.41645,4.73334,4.45079,0.98549,13.37255,2.22146,3.70658,17.68611,31.28955,16.43526,2.77917,18.97303, 5.58835, 2.75056,2.90587,16.57693,9.63015,23.21779,1.98259, 4.44351,9.73064,4.57976,1.41455, 2.63607,20.50300,13.03370, 0.00000,18.63599,6.94299,12.79847,2.59729, 7.19603, 4.64491,1.85492,18.62754, 9.38697,1.28534, 2.72881,10.62286, 7.63930, 7.85292,1.79458,7.41410, 5.47837, 4.71774,3.89694,3.39861,14.89309,25.58105,3.87465,2.49383, 5.52309,3.37929,9.53976, 2.55866,17.49417, 2.06253,3.76765,8.82847,3.34117,10.33702,12.28787, 7.80388, 1.79685,2.33586, 7.48561, 0.36586,12.64860,11.16800,17.22921,12.36431,27.98385,2.38845,5.34210,13.57040,3.49448,17.24808,23.87427, 1.81123, 1.26228,11.42399, 2.86011,25.46256,11.61490,15.12405,7.99487,7.71015,1.87114,5.61329,6.22249, 6.67959,2.36220,21.71438,5.16800,1.80760,20.26749,2.80783,4.32200, 6.27529,16.44271, 1.45290, 2.73662, 4.71932,20.31560,5.70546,10.42838,10.51873,5.28274,6.38074, 7.74846, 6.77634, 1.67303,4.83332, 8.03977, 3.27165, 3.36940,32.56109,6.27215,1.72349,1.32492,4.17700, 5.09726,12.55511,9.41734,23.67005,6.22582,2.36318,1.41897,20.61245,18.45972, 3.32202, 9.26499,13.95363, 4.27231,17.01742,21.31248,9.55731, 6.16086,22.56755, 2.12453,12.99889, 0.01674,1.88014,4.21049, 4.15810,5.40027,19.22774,4.77243, 6.90161,12.44811,5.88648,12.33701, 3.62496,19.89229,7.00839,15.80583,1.88063,18.87638,2.08671,9.56144, 5.92231,4.64098,12.77239,35.20613,9.58114,21.44292,1.47917,1.76503,19.69309,24.85215,1.67555,12.16849,31.67665,4.39366,4.17228,6.25393,15.62923,14.17559, 4.04712,28.31666, 3.39748,1.93749, 1.87016,22.22718,2.66261,19.41313,8.26518, 2.56629,4.40184,3.24701,28.10704,10.70121,5.02789,3.72549,11.44786,15.64567, 7.93449,5.77874,19.98813,21.79883,12.33779, 1.47171,2.97216,18.72188,2.28517,14.90129, 6.04024,7.03994, 9.45537, 1.90869,6.92212,6.69436,1.52241, 4.93051,25.69628,21.70709,17.74756, 6.09644,16.74150,13.56008, 5.01316, 2.70714,32.43656, 8.33657,13.92578,8.61970,24.37835,16.43197,18.75819
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28828, 0.00000,0.26951, 0.00273, 0.00311, 0.00000, 0.00000,1.84745,0.17992, 0.00000,1.11148, 0.00000,0.00000,0.00015,0.00000,0.00000, 0.00000,0.00000,0.21518, 0.00000, 0.00000, 0.00000,0.16523, 0.00000, 0.00000, 2.59751,0.21528, 0.00000,0.50929, 0.00000,0.84023, 0.07112,0.00000,0.73823,5.12341, 0.15434, 0.00000, 0.00000, 0.00000, 0.00000,0.68205, 0.00000,0.00000, 0.00000, 0.00000,0.54151, 0.00000, 4.47541,0.00000, 0.00000, 1.48945, 0.61192, 0.00946,0.00145,0.00051, 0.00000, 2.69093,0.00000,2.49294, 0.03814, 0.00000,4.29905,0.00000, 0.00042,1.26064,4.99367, 0.00000, 0.00000, 2.97116,0.25718,0.00217,2.40518, 3.93525, 0.00000, 0.01733, 0.00097,0.03950, 0.00000, 0.00301, 3.54031, 0.00079, 0.00000, 0.00000, 0.00224,0.00000,0.01051, 0.02099,1.01272, 0.00000, 0.00000, 0.33652, 0.03740, 0.02340, 1.00614, 0.00000, 0.01618, 0.00000,0.19339,0.00000,0.27962,1.24684,0.26761, 1.32790,4.27706, 0.00352,0.25057,2.75980, 0.00000,0.00000,0.00000, 0.00000, 0.00000, 0.12001, 0.00000, 0.00000, 0.00000,0.03721, 0.00000, 0.75723,0.07608,0.00000, 0.68975, 0.00000, 1.01698,0.22784, 0.00000, 3.47978, 0.02304, 0.00026,0.26167,0.00000,0.00000,0.00000, 0.00000, 0.00000,0.00000, 0.00000,0.00000,1.66857,0.04049, 0.00000, 0.00000, 1.07904, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000,0.00000, 0.00000,0.00000, 0.00000,0.00000, 2.92699, 0.00000,0.00000, 0.00000, 0.43364, 0.00650,0.51157, 0.00000,0.00000, 0.00000,0.07680,0.00000, 0.26325,0.00000, 0.00000, 0.00000,0.00000, 0.00000,0.00000,0.01358, 0.00000, 0.00000,2.47201, 0.54698, 0.00000,1.20506,3.88411,0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.05337, 0.00000, 0.00000,0.73953, 0.00000,1.03384, 0.00000,0.10261,1.97235, 0.00000, 0.00000,0.26174,0.54730, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000,0.10371, 0.00000, 0.00000,0.63998, 0.00000, 0.14567,0.00000,0.26051,0.46017, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.06511, 0.23138, 0.00000, 0.00000, 0.00000,0.54135, 0.00000, 0.00000, 0.00000
k__Bacteria|p__Firmicutes|c__CFGB8118|o__OFGB8118|f__FGB8118|g__GGB29005, 0.14547,0.12997, 0.23117, 1.09304, 0.00000, 0.00000,1.38286,0.00000, 0.00000,0.00000, 0.00000,0.00000,0.00000,0.00000,0.72279, 0.00000,0.00000,0.02047, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.08475,0.00000, 0.00000,0.00000, 0.00000,0.00000, 0.00000,0.00000,0.23992,0.91949, 0.00127, 0.00000, 0.00000, 0.00000, 0.00000,0.68799, 0.00000,0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.24760,0.37785, 0.00000, 0.06697, 0.14994, 0.00105,0.00000,0.00000, 0.00000, 0.15062,0.01612,0.00000, 0.00000, 0.00000,0.68354,0.11572, 0.00000,0.64685,0.00660, 0.00000, 0.00000, 0.02911,0.98637,0.00000,0.07969, 0.00000, 0.00000, 0.00000, 0.00000,0.01687, 0.00000, 0.03384, 0.59910, 0.00000, 2.23839, 0.00420, 0.01028,0.00000,0.75342, 0.00048,0.00726, 0.00000, 0.00000, 0.00000, 0.00043, 0.00000, 0.00000, 0.00000, 0.12912, 0.00000,0.01297,0.00000,0.00000,0.00000,0.00000, 0.05454,0.00000, 0.00000,0.00705,2.21982, 0.00000,0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.17282,0.00000,0.00000, 0.24240, 0.29599, 0.00000,0.01094, 0.00000, 0.00000, 0.00147, 0.00000,0.00000,0.00000,0.00000,0.00000, 0.03076, 0.00000,0.00000, 0.00000,0.00000,0.00000,0.08010, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.36753, 0.00000, 0.00000, 0.05547, 0.00000, 0.00000,0.42156,0.30097, 0.00000,0.20020, 0.00000,0.00000, 0.00000, 0.00000,0.50875, 0.00000, 0.00000, 0.00000,0.00000, 0.00000,0.36526, 0.00000,0.00000,0.00000, 0.00000,0.12202, 0.00000, 0.00000,0.00000, 0.00000,0.00000,0.58839, 0.00000, 0.00000,0.00000, 0.00000, 0.00000,0.00000,0.14098,0.00000, 0.00000, 0.00000, 0.38345, 0.00054, 1.58805,0.00000, 0.00000, 0.00000,0.00000, 0.00000,0.26628, 0.04891,0.40740,0.09664, 0.00000, 0.00000,0.00000,0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000,0.01918, 0.00000, 0.23797,0.00610, 0.00000, 0.00000,0.00000,0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.44654, 0.00000, 0.00000, 0.00000
k__Bacteria|p__Firmicutes|c__CFGB76539|o__OFGB76539|f__FGB76539|g__GGB28404, 0.23230,0.12520, 0.00000, 0.00000, 0.00000, 0.00000,0.75857,0.00000, 0.00000,0.00070, 0.00000,0.00000,0.47854,0.00000,0.10204, 0.00000,0.00000,0.16336, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 1.61831,0.02532, 0.00000,0.02876, 0.00000,3.35307, 1.87088,0.00000,0.02429,0.46434, 0.27263, 0.00000, 0.00000, 0.00000, 0.00000,0.01534, 0.00000,4.26052, 0.02273, 0.30587,0.39964, 0.00000, 0.00000,0.22682, 0.00000, 2.39663, 0.44580, 0.00065,0.00000,0.00000, 0.00000, 0.27697,0.67127,0.68832, 0.00273, 0.00000,1.39021,0.32773, 0.00000,1.51792,0.00132, 0.04774, 0.00000, 0.07300,0.66023,0.00000,0.00344, 0.00000, 0.00000, 0.00000, 0.24968,0.01013, 0.00000, 0.22254, 0.00000, 0.00000, 2.09758, 0.00017, 0.01483,7.03335,7.26701, 0.00921,1.60300, 0.00153, 0.00045, 0.00000, 0.00000, 0.00879, 0.40626, 0.00000, 0.00000, 0.00000,0.39505,0.00000,0.17181,0.81706,3.52311, 0.68974,4.04584, 0.00000,0.21563,0.00000, 0.00000,0.19237,0.49823, 0.00000, 0.00000, 0.02102, 0.00000, 0.00000, 0.00000,0.22553, 0.00000, 0.00000,2.82826,0.89279, 0.12460, 0.24393, 0.10239,0.63143, 0.00000, 0.43108, 0.24402, 0.00000,0.44462,0.01935,0.25609,0.00000, 0.00000, 0.00000,0.00000, 0.00000,0.12138,0.43913,0.08454, 0.00000, 0.00000, 0.79647, 0.00032, 0.02014, 0.00000, 0.00000, 0.00000,0.00000, 0.00619, 0.00000, 0.40572, 0.00000, 0.00000,1.41920,0.26442, 0.00000,0.78725, 0.06163,1.43707, 1.53095, 0.00000,0.00000, 0.00000, 2.32345, 0.10669,0.57021, 0.00000,0.00331, 0.00000,0.00000,0.00000, 0.00972,1.60475, 0.00000, 0.00000,0.00000, 0.00000,0.87000,0.00000, 0.00000, 0.00000,1.37775, 0.19945, 0.00000,0.03144,1.08515,0.65853, 0.00000, 0.00000, 0.90092, 0.02135, 0.00000,0.24393, 0.06453, 0.00000,0.00014, 0.00000,0.29138, 0.00000,1.64013,0.00000, 0.00000, 0.00000,0.17835,0.01217, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.83679,0.28174, 0.00000,0.77932, 0.00480, 0.19851,0.75102, 0.00000, 1.13700,0.00328,0.11950,1.80477, 0.00858, 0.00000, 0.00000, 0.00000, 0.29535, 0.00000, 0.00000, 0.66562, 0.07953, 0.00000, 0.00000, 0.00000,0.10093, 0.00000, 0.00000, 0.00000
k__Bacteria|p__Firmicutes|c__CFGB76288|o__OFGB76288|f__FGB76288|g__GGB28782, 1.65166,0.04920, 0.06675, 0.13018, 0.00000, 0.00000,0.52405,0.61591, 0.00000,0.63520, 0.25642,0.00110,0.06611,0.00000,0.00000, 0.02879,0.00000,0.00867, 0.27419, 0.00000, 0.00000,0.05703, 0.06093, 0.00000, 1.20524,0.27484, 0.00000,0.00000, 0.17685,0.19723, 0.13176,0.00000,0.11088,1.38654, 0.15125, 0.00000, 0.41746, 0.00000, 0.00000,0.06740, 0.00000,0.12530, 0.04250, 0.00000,0.00784, 0.00706, 0.00000,0.07368, 0.00000, 0.12217, 0.00000, 0.00000,0.00000,0.00000, 0.00000, 0.00096,0.32396,0.02254, 0.06793, 0.02547,0.09676,0.41664, 0.00000,0.06337,0.29053, 0.02956, 0.00000, 0.03179,0.06413,0.00000,0.12882, 0.20842, 0.00262, 0.00000, 0.02985,0.00901, 0.00000, 0.00000, 0.03896, 0.27821, 0.67746, 0.00000, 0.00000,0.92070,0.13348, 0.16623,0.00124, 0.00000, 0.00000, 0.01243, 0.03268, 0.06839, 0.06885, 0.00000, 0.23819, 0.05947,0.13660,0.19346,0.01881,0.03438,0.23560, 0.00000,0.00490, 0.00000,0.07242,0.37320, 0.00000,1.52318,0.13718, 0.10900, 0.29011, 0.00000, 0.33241, 0.18447, 0.47506,0.04407, 0.18560, 0.00000,0.52724,0.24657, 0.39764, 0.01188, 0.04716,0.04583, 0.71071, 0.00000, 0.34706, 0.00000,0.23215,0.11347,0.06200,0.34848, 0.95066, 0.00000,0.02335, 0.00000,0.01191,0.06138,0.00000, 0.00000, 0.06631, 0.05138, 0.94708, 0.08422, 0.00000, 0.46587, 0.19978,0.02041, 0.03622, 0.00000, 0.06638, 0.01205, 0.00000,0.14406,0.09533, 0.21363,0.22607, 0.00112,0.09958, 0.04288, 0.00000,0.07802, 0.00000, 0.12231, 0.38864,0.40101, 0.09421,0.00000, 0.00000,0.00000,0.07205, 0.07916,0.44950, 0.01118, 0.05424,0.24118, 0.00000,0.81998,0.00978, 0.00000, 0.15864,0.00000, 0.11196, 0.11805,0.42628,0.26407,0.25083, 0.01304, 0.00000, 0.28587, 0.00000, 1.33495,0.06029, 0.06855, 0.29999,0.08869, 0.16176,0.09440, 0.00023,0.36111,0.22217, 0.14735, 0.00000,0.13608,0.00707, 0.08786, 0.02457, 0.22282,0.50835, 0.00000, 0.00000, 0.00708, 0.04433,0.08391, 0.03761,0.12754, 0.00715, 1.39129,0.05576, 0.09616, 0.00508,0.00000,0.10792,0.63415, 0.00000, 0.02534, 0.00000, 0.27388, 0.03804, 0.00000, 0.00000, 0.01208, 0.00629, 0.09222, 0.00000, 0.33872,0.07293, 0.04146, 0.04229, 0.00000
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589|g__GGB28829, 0.00000,0.15402, 0.39667, 0.38191, 0.00000, 0.00000,0.06543,0.00000, 0.00000,0.26232, 0.00000,0.00000,0.22598,0.00000,0.09786, 0.00000,0.91898,0.00000, 0.00000, 0.00000, 0.00000,0.25036, 1.47899, 0.00000, 0.30550,0.52584, 0.00000,0.01054, 0.00000,0.50869, 0.35404,0.00000,0.24160,0.04279, 0.00000, 5.10883, 0.00000, 0.18239, 0.00000,0.28091, 0.00000,0.12833, 0.00194, 0.00000,0.01119, 0.05849, 0.00000,0.01278, 0.00000, 0.00180, 0.05707, 0.00000,0.00000,0.00000, 0.04391, 0.07483,0.09060,0.32447, 0.81106, 0.00057,0.00000,0.16377, 0.00000,0.25251,0.00000, 0.18533, 0.00000, 0.00000,0.00000,0.00000,0.02485, 0.00000, 0.00000, 0.00000, 0.24341,0.83762, 0.00000, 0.00000, 0.12424, 0.00000, 0.00000, 1.18435, 0.02063,0.00000,0.00000, 0.00221,0.00000, 0.00000, 1.81787, 0.13142, 0.03846, 0.44042, 0.00572, 0.00000, 0.00000, 2.42362,1.21075,0.49742,0.66952,0.16450,0.27927, 0.32372,0.00000, 2.72761,0.07205,0.03779, 0.00000,0.00000,0.21210, 0.00000, 0.00000, 0.00000, 0.00000, 3.98653, 0.00000,0.18140, 0.00000, 0.47126,0.00000,0.00000, 0.00000, 0.00000, 0.36440,0.03856, 0.00000, 0.00747, 0.00000, 0.00539,0.66147,0.05616,0.34790,0.00000, 0.00000, 0.91664,0.00000, 1.89095,0.01094,0.06767,0.00000, 0.00000, 1.99635, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.53055,0.00000, 0.04637, 0.00000, 0.00000, 0.00000, 0.00000,0.51735,0.00000, 0.54755,0.17962, 0.13532,0.11773, 0.64124, 0.00000,0.36370, 1.24508, 0.00404, 0.00000,0.50977, 0.00000,0.00000, 0.21960,0.00000,0.00000, 0.03304,0.34622, 0.00000, 0.00000,0.36601, 0.00000,0.03733,0.03920, 1.80213, 0.94603,0.00000, 0.10312, 2.42066,0.21027,0.00000,0.00000, 0.00000, 0.50486, 0.00000, 0.00000, 0.00000,0.17557, 0.01897, 0.00000,0.41696, 0.08761,0.10140, 0.06340,0.69790,0.01602, 0.00000, 0.00000,0.04107,0.00000, 2.56371, 0.61193, 0.00000,1.43850, 0.00000, 0.00000, 0.03940, 0.00099,0.22506, 0.32221,0.12499, 2.51509, 0.00000,0.00000, 0.00000, 0.06801,1.29222,0.03741,1.28289, 0.00369, 2.43323, 0.01992, 0.73686, 0.00000, 4.03162, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.08756,0.00759, 0.00000, 0.00000, 4.14891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28836, 0.22123,0.00000, 0.00000, 0.00000, 0.87127, 0.00000,1.37696,0.01938, 0.00000,0.96614, 0.30363,0.31806,0.72973,0.00000,0.12594, 0.00000,0.41142,0.76493, 0.68992, 0.98547, 0.19044,0.00000, 0.00000, 0.55196, 0.02658,0.00000, 0.00000,0.11689, 0.08372,0.00000, 0.33654,0.23963,0.00000,0.61577, 0.56604, 1.31380, 2.26615, 0.00000, 2.32110,0.27995, 0.45238,0.45035, 0.00700, 1.08087,0.00000, 0.13924, 0.02284,0.22607, 0.06633, 0.66408, 0.01984, 0.00000,0.00000,0.07509, 0.01182, 0.12191,0.00000,0.00000, 0.00000, 0.14622,0.11838,0.32216, 0.00000,0.05378,1.73470, 0.04054, 0.23640, 1.38494,0.31958,0.00000,2.17885, 1.59923, 1.32432, 0.75754, 0.00877,0.00000, 0.00000, 0.00000, 0.75763, 0.00000, 0.00125, 0.31702, 0.10672,1.93830,0.02532, 0.52828,0.17969, 2.26356, 0.17710, 0.01707, 0.00000, 0.00000, 1.06644, 2.12033, 0.05184, 0.17497,0.08610,0.15766,0.00000,0.03603,0.12929, 0.01556,1.27314, 0.00000,0.20864,0.00000, 0.00000,0.02566,0.43269, 0.00000, 0.00000, 0.01890, 0.00000, 0.00000, 0.00000,0.07802, 2.25583, 0.02138,0.18680,1.37840, 0.17994, 0.61133, 0.00000,0.18450, 0.05141, 0.12135, 0.06056, 0.63445,1.25560,0.04834,0.06924,0.39785, 2.61428, 0.29207,0.56125, 0.00000,0.00000,1.43438,0.00000, 0.87652, 1.31062, 1.16313, 2.88033, 0.00000, 0.00000, 0.73002, 0.00000,3.16381, 0.00179, 0.00000, 0.49170, 0.05488, 0.00000,0.22957,0.04564, 0.03151,5.09102, 0.19086,0.28524, 0.64067, 0.99185,0.00000, 0.00000, 0.06750, 0.68916,0.03963, 0.00000,0.58215, 0.65880,0.00000,1.54099, 0.08130,0.90813, 0.00000, 0.00000,0.00000, 0.00000,1.85105,0.00000, 0.00000, 0.00000,0.43039, 0.30158, 2.15665,0.20027,0.05741,1.16168, 0.62477, 0.02201, 4.82252, 0.35816, 0.00000,0.09249, 0.03796, 0.49503,0.21807, 0.11351,0.14669, 0.00000,0.15330,0.06300, 0.32309, 0.00000,0.82958,0.01305, 0.45100, 0.68200, 1.56694,0.63052, 0.78972, 1.31427, 0.08353, 0.34926,0.01234, 0.83354,0.36348, 0.00000, 1.17793,0.38000, 2.60247, 0.02909,0.34404,1.05765,1.02301, 0.00000, 1.09908, 0.49380, 0.74656, 0.06684, 0.83564, 0.00000, 0.24434, 0.14665, 0.30706, 0.11769, 0.65033,0.04434, 0.79312, 1.35953, 3.27119
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter,18.32100,0.00000, 0.00000, 0.39386, 0.00000, 0.00000,0.00000,0.00000, 0.00000,0.00000, 0.00000,0.00000,0.00000,1.20708,0.00000, 9.86593,0.00000,0.00000, 0.00000, 5.02044, 0.00000,0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000,0.00000, 0.00000,0.00000, 2.62327,0.00000,0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,7.94817, 0.00000,0.00000, 0.00000, 0.00000,1.30239, 0.00000, 0.00000,0.00000, 6.03709, 1.39777, 0.00000, 0.00341,0.00000,3.44121, 0.23332, 3.17596,1.68203,0.00000, 0.00257,15.95668,0.00000,0.00000, 0.00022,0.30403,0.42325, 3.52061, 1.29060, 2.58822,0.00000,0.00065,0.32093, 0.37512, 0.02066, 0.00457, 0.00094,0.00000, 0.00000, 0.00636, 0.69905, 0.00000, 2.05965, 3.46467, 0.08614,0.00000,0.99211, 0.01429,0.00045, 0.00000, 0.00000, 2.14623, 1.98539, 6.38928, 0.12174, 0.01282, 0.00000, 0.00000,0.00000,0.38907,0.00000,0.00000,0.00000,10.22593,0.00218, 0.00000,0.00000,4.82538, 0.00000,4.35450,0.00000, 0.00000,11.62246, 0.00000, 2.18722, 3.69300, 2.14292,0.34924, 0.00000, 1.63032,0.00000,0.31089, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000,3.32063,1.09352,0.01562, 0.72656, 0.02699,0.01505, 0.00000,0.00000,0.00000,0.00000, 1.80378, 4.47849, 2.35279, 0.88458,15.53411, 0.00428, 0.00000, 0.00000,1.02145, 7.11602, 0.00000, 0.00000, 0.00000, 0.00000,0.00000,1.83712,10.32673,0.44556, 0.00008,0.00000, 0.00000, 0.00000,0.93296, 1.46051, 0.00000, 0.00000,0.00000, 0.00000,0.00000, 0.00000,4.29042,0.00000, 0.54055,0.37078, 0.00000, 0.00000,2.35273, 2.46862,3.42690,3.33292, 0.01524, 6.82030,0.00000, 0.95684, 0.00000,0.00000,0.00000,0.51939, 0.00000, 0.00000, 0.00000, 0.00000, 3.04730,0.00000, 3.89078,10.95227,0.01696, 0.00747,6.07699, 3.42873,0.00712,7.21584,11.64608, 0.00228,0.00000,7.50335, 1.44361, 0.01892, 1.51536,0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 1.02511,0.00000, 0.00000, 5.91125,4.12036, 0.02866, 0.00000,0.00000,0.07825,0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00016, 0.00000, 0.03847, 0.00000, 0.00000, 0.00000, 0.00000, 1.68072,0.00000, 0.00000, 0.00000, 0.00000
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658|g__GGB29002, 0.63553,0.00000, 0.25459, 0.03383, 0.00000, 0.00000,0.06600,0.10182, 0.00000,0.16957, 0.00000,0.00000,0.00323,0.00000,0.13476, 0.00000,0.00000,1.00483, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000,0.42013, 0.00000,0.00201, 0.00000,0.00000, 0.00000,0.00000,0.00000,0.47524, 0.87446, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000,0.17942, 0.00000, 0.00000,0.14078, 0.00000, 0.00000,0.39345, 0.00000, 0.09342, 0.39315, 0.00000,0.00000,0.00000, 0.02754, 0.01232,0.00000,0.01297, 0.00000, 0.00000,1.15333,0.22365, 0.00000,0.32962,0.00000, 0.12136, 0.00000, 0.00457,0.56579,0.00000,0.07476, 0.00000, 0.00000, 0.00000, 0.00000,0.53625, 0.00000, 0.05608, 0.00000, 0.00000, 0.30078, 0.00000, 0.00000,0.00000,1.02510, 0.00000,1.08020, 0.00000, 0.00000, 0.00134, 0.00000, 0.06612, 0.40377, 0.00000, 0.00000, 0.00000,0.12990,0.32341,0.00000,0.44910,0.15593, 0.00000,0.12424, 0.00000,0.90132,0.00000, 0.00000,0.47109,0.02661, 0.00000, 0.00000, 0.00000, 0.16993, 0.00000, 0.09697,0.01248, 0.00000, 0.00000,0.00000,0.00000, 0.00000, 0.00000, 0.00000,0.77398, 0.00000, 0.52381, 0.07126, 0.00000,0.03167,0.31784,0.08993,0.00000, 0.00000, 0.00000,0.00000, 0.00000,0.00000,0.00000,0.14513, 0.00000, 0.00000, 0.53231, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.01647, 0.00000, 0.00000, 0.00000, 0.00000,0.30801,0.51202, 0.03277,0.09018, 0.00000,0.00000, 0.00000, 0.00000,0.36263, 0.00000, 1.18636, 0.05211,0.00000, 0.00000,0.00000, 0.00000,0.54828,0.00000, 0.01385,0.09974, 0.00000, 0.00000,0.05006, 0.00000,0.00000,0.26427, 0.00000, 0.00000,0.29775, 0.07474, 0.00000,0.00000,0.00000,0.00000, 0.00000, 0.00000, 0.65679, 0.00000, 0.12843,0.04611, 0.47401, 0.00000,0.06620, 0.00000,0.33594, 0.30731,0.68291,0.04612, 0.00000, 0.00000,0.00000,0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.35760,0.01170, 0.00000,0.05923, 0.00000, 0.29159,0.57224, 0.00028, 0.05589,0.00000,0.06797,0.23016, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.13764, 0.00661, 0.00000, 0.00000, 0.11460,0.00000, 0.00000, 0.00000, 0.00000
